Relative Path,Modality,Vocal Channel,Emotion,Intensity,Statement,Repetition,Actor,Gender
audio_song/Actor_11/03-02-03-02-01-02-11.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-03-02-02-01-11.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-03-02-02-02-11.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-04-01-01-01-11.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-04-01-01-02-11.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-04-01-02-01-11.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-04-01-02-02-11.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-04-02-01-01-11.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-04-02-01-02-11.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-04-02-02-01-11.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-04-02-02-02-11.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-05-01-01-01-11.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-05-01-01-02-11.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-05-01-02-01-11.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-05-01-02-02-11.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-05-02-01-01-11.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-05-02-01-02-11.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-05-02-02-01-11.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-05-02-02-02-11.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-06-01-01-01-11.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-06-01-01-02-11.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-06-01-02-01-11.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-06-01-02-02-11.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-06-02-01-01-11.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-06-02-01-02-11.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-06-02-02-01-11.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-06-02-02-02-11.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_12/03-02-01-01-01-01-12.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-01-01-01-02-12.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-01-01-02-01-12.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-01-01-02-02-12.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-02-01-01-01-12.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-02-01-01-02-12.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-02-01-02-01-12.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-02-01-02-02-12.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-02-02-01-01-12.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-02-02-01-02-12.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-02-02-02-01-12.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-02-02-02-02-12.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-03-01-01-01-12.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-03-01-01-02-12.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-03-01-02-01-12.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-03-01-02-02-12.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-03-02-01-01-12.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-03-02-01-02-12.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-03-02-02-01-12.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-03-02-02-02-12.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-04-01-01-01-12.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-04-01-01-02-12.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-04-01-02-01-12.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-04-01-02-02-12.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-04-02-01-01-12.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-04-02-01-02-12.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-04-02-02-01-12.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-04-02-02-02-12.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-05-01-01-01-12.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-05-01-01-02-12.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-05-01-02-01-12.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-05-01-02-02-12.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-05-02-01-01-12.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-05-02-01-02-12.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-05-02-02-01-12.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-05-02-02-02-12.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-06-01-01-01-12.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-06-01-01-02-12.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-06-01-02-01-12.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-06-01-02-02-12.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_12/03-02-06-02-01-01-12.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,12,Female
audio_song/Actor_12/03-02-06-02-01-02-12.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,12,Female
audio_song/Actor_12/03-02-06-02-02-01-12.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,12,Female
audio_song/Actor_12/03-02-06-02-02-02-12.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,12,Female
audio_song/Actor_13/03-02-01-01-01-01-13.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-01-01-01-02-13.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-01-01-02-01-13.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-01-01-02-02-13.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-02-01-01-01-13.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-02-01-01-02-13.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-02-01-02-01-13.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-02-01-02-02-13.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-02-02-01-01-13.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-02-02-01-02-13.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-02-02-02-01-13.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-02-02-02-02-13.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-03-01-01-01-13.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-03-01-01-02-13.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-03-01-02-01-13.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-03-01-02-02-13.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-03-02-01-01-13.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-03-02-01-02-13.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-03-02-02-01-13.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-03-02-02-02-13.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-04-01-01-01-13.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-04-01-01-02-13.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-04-01-02-01-13.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-04-01-02-02-13.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-04-02-01-01-13.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-04-02-01-02-13.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-04-02-02-01-13.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-04-02-02-02-13.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-05-01-01-01-13.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-05-01-01-02-13.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-05-01-02-01-13.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-05-01-02-02-13.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-05-02-01-01-13.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-05-02-01-02-13.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-05-02-02-01-13.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-05-02-02-02-13.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-06-01-01-01-13.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-06-01-01-02-13.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-06-01-02-01-13.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-06-01-02-02-13.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_13/03-02-06-02-01-01-13.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,13,Male
audio_song/Actor_13/03-02-06-02-01-02-13.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,13,Male
audio_song/Actor_13/03-02-06-02-02-01-13.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,13,Male
audio_song/Actor_13/03-02-06-02-02-02-13.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,13,Male
audio_song/Actor_14/03-02-01-01-01-01-14.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-01-01-01-02-14.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-01-01-02-01-14.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-01-01-02-02-14.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-02-01-01-01-14.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-02-01-01-02-14.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-02-01-02-01-14.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-02-01-02-02-14.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-02-02-01-01-14.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-02-02-01-02-14.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-02-02-02-01-14.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-02-02-02-02-14.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-03-01-01-01-14.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-03-01-01-02-14.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-03-01-02-01-14.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-03-01-02-02-14.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-03-02-01-01-14.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-03-02-01-02-14.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-03-02-02-01-14.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-03-02-02-02-14.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-04-01-01-01-14.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-04-01-01-02-14.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-04-01-02-01-14.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-04-01-02-02-14.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-04-02-01-01-14.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-04-02-01-02-14.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-04-02-02-01-14.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-04-02-02-02-14.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-05-01-01-01-14.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-05-01-01-02-14.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-05-01-02-01-14.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-05-01-02-02-14.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-05-02-01-01-14.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-05-02-01-02-14.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-05-02-02-01-14.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-05-02-02-02-14.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-06-01-01-01-14.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-06-01-01-02-14.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-06-01-02-01-14.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-06-01-02-02-14.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_14/03-02-06-02-01-01-14.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,14,Female
audio_song/Actor_14/03-02-06-02-01-02-14.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,14,Female
audio_song/Actor_14/03-02-06-02-02-01-14.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,14,Female
audio_song/Actor_14/03-02-06-02-02-02-14.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,14,Female
audio_song/Actor_15/03-02-01-01-01-01-15.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-01-01-01-02-15.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-01-01-02-01-15.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-01-01-02-02-15.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-02-01-01-01-15.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-02-01-01-02-15.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-02-01-02-01-15.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-02-01-02-02-15.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-02-02-01-01-15.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-02-02-01-02-15.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-02-02-02-01-15.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-02-02-02-02-15.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-03-01-01-01-15.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-03-01-01-02-15.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-03-01-02-01-15.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-03-01-02-02-15.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-03-02-01-01-15.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-03-02-01-02-15.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-03-02-02-01-15.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-03-02-02-02-15.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-04-01-01-01-15.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-04-01-01-02-15.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-04-01-02-01-15.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-04-01-02-02-15.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-04-02-01-01-15.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-04-02-01-02-15.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-04-02-02-01-15.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-04-02-02-02-15.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-05-01-01-01-15.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-05-01-01-02-15.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-05-01-02-01-15.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-05-01-02-02-15.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-05-02-01-01-15.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-05-02-01-02-15.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-05-02-02-01-15.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-05-02-02-02-15.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-06-01-01-01-15.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-06-01-01-02-15.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-06-01-02-01-15.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-06-01-02-02-15.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_15/03-02-06-02-01-01-15.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,15,Male
audio_song/Actor_15/03-02-06-02-01-02-15.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,15,Male
audio_song/Actor_15/03-02-06-02-02-01-15.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,15,Male
audio_song/Actor_15/03-02-06-02-02-02-15.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,15,Male
audio_song/Actor_16/03-02-01-01-01-01-16.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,16,Female
audio_song/Actor_16/03-02-01-01-01-02-16.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,16,Female
audio_song/Actor_16/03-02-01-01-02-01-16.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,16,Female
audio_song/Actor_16/03-02-01-01-02-02-16.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,16,Female
audio_song/Actor_16/03-02-02-01-01-01-16.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,16,Female
audio_song/Actor_16/03-02-02-01-01-02-16.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,16,Female
audio_song/Actor_16/03-02-02-01-02-01-16.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,16,Female
audio_song/Actor_16/03-02-02-01-02-02-16.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,16,Female
audio_song/Actor_16/03-02-02-02-01-01-16.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,16,Female
audio_song/Actor_16/03-02-02-02-01-02-16.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,16,Female
audio_song/Actor_16/03-02-02-02-02-01-16.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,16,Female
audio_song/Actor_16/03-02-02-02-02-02-16.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,16,Female
audio_song/Actor_16/03-02-03-01-01-01-16.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,16,Female
audio_song/Actor_16/03-02-03-01-01-02-16.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,16,Female
audio_song/Actor_16/03-02-03-01-02-01-16.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,16,Female
audio_song/Actor_16/03-02-03-01-02-02-16.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,16,Female
audio_song/Actor_16/03-02-03-02-01-01-16.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,16,Female
audio_song/Actor_16/03-02-03-02-01-02-16.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,16,Female
audio_song/Actor_16/03-02-03-02-02-01-16.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,16,Female
audio_song/Actor_16/03-02-03-02-02-02-16.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,16,Female
audio_song/Actor_16/03-02-04-01-01-01-16.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,16,Female
audio_song/Actor_16/03-02-04-01-01-02-16.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,16,Female
audio_song/Actor_16/03-02-04-01-02-01-16.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,16,Female
audio_song/Actor_16/03-02-04-01-02-02-16.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,16,Female
audio_song/Actor_16/03-02-04-02-01-01-16.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,16,Female
audio_song/Actor_16/03-02-04-02-01-02-16.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,16,Female
